#,Malların (işlərin və xidmətlərin) adı,详细描述,,description_en,Ətraflı təsviri,Malgöndərən/podratçının qeydləri,part_number,name_en,Ad chn,Category,Category Zh,Factory Adress,Factory Adress Zh,Manufacturing Country(En),Manufacturing Country(Zh),Condition,Quality,Car Brand(en),Car Brand(Zh),Car marka(en),Car marka(zh),Part Year
4753,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,轮毂轴承的设计旨在实现车轮平稳旋转并减少摩擦。,,Hub Bearing engineered for smooth wheel rotation and reduced friction.,"Stupitsa diyircəkli yastığının (podşibnikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6-7614АШ2 .Çin, Original",6-7614АШ2,Wheel hub bearing,轮毂轴承,Suspension / Wheel Assembly,悬架/车轮组件,,,China,,New,Original,,,,,
4754,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,连杆（稳定杆）旨在提高车辆的稳定性和操控性。,,Link (Stabilizer Bar) designed for improved vehicle stability and handling.,"Linqin (stabilizatorun sırğası) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","MAZ‑BBM234170.Çin, Original",MAZ‑BBM234170,Stabilizer link,稳定杆连接杆,Suspension,暂停,,,China,,New,Original,,,,,
4755,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,刹车软管，OEM品质的替代品，可安全可靠地输送刹车油。,,"Brake Hose, an OEM-quality replacement for safe and reliable brake fluid transfer.","Əyləc şlanqlarının dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","6430-3001019-10 .Çin, Original",6430-3001019-10,Brake hose,刹车软管,Braking System,制动系统,,,China,,New,Original,,,,,
4756,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前刹车支架，OEM品质的替换件，可实现最佳刹车片对齐和性能。,,"Front Brake Support, an OEM-quality replacement for optimal brake pad alignment and performance.","Ön əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","K003804 .Çin, Original",K003804,Front brake caliper,前刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4757,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,后刹车支架，OEM品质的替换件，可实现最佳刹车片对齐和性能。,,"Rear Brake Support, an OEM-quality replacement for optimal brake pad alignment and performance.","Arxa əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","K003804 .Çin, Original",K003804,Rear brake caliper,后刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4758,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,动力转向（方向盘）可增强车辆控制和驾驶员舒适度。,,Power Steering (Steering Wheel) for enhanced vehicle control and driver comfort.,"Sükan hidrogücləndiricisinin (rulevoyun) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","8098955643.Çin, Original",8098955643,Power steering rack,转向助力齿条,Steering / Power Steering,转向/动力转向,,,China,,New,Original,,,,,
4759,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,用于优化动力转向系统性能的动力转向油。,,Power Steering Oil for optimal power steering system performance.,"Sükan hidrogücləndiricisinin (rulevoyun) yağı, dəyişdirilməsi ilə birlikdə","ATF 3  Bendix,Türkiyə.",ATF 3,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4760,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,水冷散热器，专为高效发动机冷却和温度调节而设计。,,"Water Radiator, designed for efficient engine cooling and temperature regulation.","Su radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","81061016505.Çin, Original",81061016505,Radiator,散热器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4761,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,机油散热器，专为有效冷却发动机机油和进行热管理而设计。,,"Oil Radiator, engineered for effective engine oil cooling and thermal management.","Yağ radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4990291.Çin, Original",4990291,Oil cooler,机油冷却器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4762,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,用于高效舱室供暖和气候控制的取暖炉散热器。,,Radiator of the Heating Stove for efficient cabin heating and climate control.,"İstilik peçinin radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","103-8101060-30 .Çin, Original",103-8101060-30,Heater core,暖风散热器,Cooling / Heating System,制冷/制热系统,,,China,,New,Original,,,,,
4763,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,用于精确调节发动机温度的恒温器。,,Thermostat for precise engine temperature regulation.,"Termostatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5256423  .Çin, Original",5256423 ,Thermostat,恒温器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4764,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,用于精确监测冷却液温度的水温传感器。,,Water Temperature Sensor for accurate coolant temperature monitoring.,"Su temperaturu sensorunun (datçikinin) əvəz olunması, ehtiyat hissəsi ilə birlikdə","4921477.Çin, Original",4921477,Coolant temperature sensor,冷却液温度传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
4765,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,上水箱管，OEM品质的冷却液循环替换件。,,"Upper Water Radiator Pipe, an OEM-quality replacement for coolant circulation.","Su radiatorunun üst borusunun (potrubkası) əvəz olunması, ehtiyat hissəsi ilə birlikdə","152-1303038-50 .Çin, Original",152-1303038-50,Upper radiator hose,散热器上水管,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4766,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,全面的车辆诊断，可准确识别机械或电子问题。,,Comprehensive Vehicle Diagnostics for accurate identification of mechanical or electronic issues.,Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
4767,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,凸轮轴传感器专为实现精确的发动机正时和最佳燃油效率而设计。,,Camshaft Sensor engineered for precise engine timing and optimal fuel efficiency.,"Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4327230.Çin, Original",4327230,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
4768,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,曲轴传感器，用于精确监测发动机转速和位置。,,Crankshaft Sensor for accurate engine speed and position monitoring.,"Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5594276.Çin, Original",5594276,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
4769,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,催化传感器，旨在实现高效的尾气排放控制。,,Catalyst Sensor designed for efficient exhaust emissions control.,"Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","2872858  .Çin, Original",2872858 ,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
4770,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,用于可靠监测发动机机油压力的机油传感器。,,Oil Sensor for reliable engine oil pressure monitoring.,"Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3329617.Çin, Original",3329617,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
4771,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,前支撑盘，OEM品质的替换件，专为实现最佳刹车片接触而设计。,,"Front Support Disc, an OEM-quality replacement engineered for optimal brake pad contact.","Ön dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-3501070 .Çin, Original",4370-3501070,Front brake disc,前刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
4772,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,后支撑盘，OEM品质的替换件，专为牢固安装制动部件而设计。,,"Rear Support Disc, an OEM-quality replacement designed for secure brake component mounting.","Arxa dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-3502070 .Çin, Original",4370-3502070,Rear brake disc,后刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
4773,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,前后稳定杆橡胶，增强悬架稳定性并降低噪音。,,"Front and Rear Stabilizer Rubbers, providing enhanced suspension stability and noise reduction.","Ön və arxa stabilizatorun rezinlərinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-2906030 .Çin, Original",4370-2906030,Front and rear stabilizer bushings,前后稳定杆胶套,Suspension,暂停,,,China,,New,Original,,,,,
4774,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,右下臂，精密配合的部件，可改善悬架几何结构和操控性。,,"Lower Right Arm, a precision-fit component for improved suspension geometry and handling.","Alt sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-2906022 .Çin, Original",4370-2906022,Lower right control arm,右下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4775,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,左下臂，精密配合的部件，可改善悬架几何结构和操控性。,,"Lower Left Arm, a precision-fit component for improved suspension geometry and handling.","Alt sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-2906022 .Çin, Original",4370-2906022,Lower left control arm,左下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4776,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,下部皮带轮，设计用于高效运行发动机附件皮带。,,"Lower Pulley, designed for efficient operation of engine accessory belts.","Alt şaravoyun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-2906044 .Çin, Original",4370-2906044,Lower ball joint,下球头,Suspension,暂停,,,China,,New,Original,,,,,
4777,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,轮毂轴承，是保证车轮平稳可靠旋转的耐用部件。,,"Hub Bearing, a durable component for smooth and reliable wheel rotation.","Stupitsa diyircəkli yastığının (podşibnikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6-7612А .Çin, Original",6-7612А,Wheel hub bearing,轮毂轴承,Suspension / Wheel Assembly,悬架/车轮组件,,,China,,New,Original,,,,,
4778,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,稳定杆（连杆），可提高车辆稳定性并减少车身侧倾。,,"Link (Stabilizer Bar), providing improved vehicle stability and reduced body roll.","Linqin (stabilizatorun sırğası) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4370-2902447 .Çin, Original",4370-2902447,Stabilizer link,稳定杆连接杆,Suspension,暂停,,,China,,New,Original,,,,,
4779,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,制动软管，OEM品质的替代品，可安全高效地输送液压油。,,"Brake Hose, an OEM-quality replacement for safe and efficient hydraulic fluid transfer.","Əyləc şlanqlarının dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","151-3506084 .Çin, Original",151-3506084,Brake hose,刹车软管,Braking System,制动系统,,,China,,New,Original,,,,,
4780,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,前刹车支架，一种精密设计的部件，用于牢固地安装刹车卡钳。,,"Front Brake Support, a precision-engineered component for secure brake caliper mounting.","Ön əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4370-3501015 .Çin, Original",4370-3501015,Front brake caliper,前刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4781,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,后刹车支架，一种精密设计的部件，用于牢固地安装刹车卡钳。,,"Rear Brake Support, a precision-engineered component for secure brake caliper mounting.","Arxa əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4370-3502111-010 .Çin, Original",4370-3502111-010,Rear brake caliper,后刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4782,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,动力转向（方向盘），可实现最佳车辆控制和驾驶员舒适度。,,"Power Steering (Steering Wheel), a replacement for optimal vehicle control and driver comfort.","Sükan hidrogücləndiricisinin (rulevoyun) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5336-3416044-01 .Çin, Original",5336-3416044-01,Power steering rack,转向助力齿条,Steering / Power Steering,转向/动力转向,,,China,,New,Original,,,,,
4783,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,动力转向油，一种旨在实现最佳动力转向系统性能的液体。,,"Power Steering Oil, a fluid designed for optimal power steering system performance.","Sükan hidrogücləndiricisinin (rulevoyun) yağı, dəyişdirilməsi ilə birlikdə","ATF 3  Bendix,Türkiyə.",ATF 3,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4784,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,水散热器，一种用于维持发动机工作温度的高效部件。,,"Water Radiator, a high-efficiency component for maintaining engine operating temperature.","Su radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4370-1301010 .Çin, Original",4370-1301010,Radiator,散热器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4785,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,机油散热器是有效冷却发动机机油的关键部件。,,"Oil Radiator, an essential component for effective engine oil cooling.","Yağ radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4990291.Çin, Original",4990291,Oil cooler,机油冷却器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4786,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,取暖炉的散热器，专为高效舱室取暖而设计。,,"Radiator of the Heating Stove, designed for efficient cabin heating.","İstilik peçinin radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","103-8101060 .Çin, Original",103-8101060,Heater core,暖风散热器,Cooling / Heating System,制冷/制热系统,,,China,,New,Original,,,,,
4787,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,恒温器是一种精密设计的部件，用于优化发动机温度调节。,,"Thermostat, a precision-engineered component for optimal engine temperature regulation.","Termostatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5256423  .Çin, Original",5256423 ,Thermostat,恒温器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4788,MAZ -  241030 avtobus - Buraxılış ili - 2012 - YЗM241030H0000465,水温传感器，提供精确的发动机冷却液温度监测。,,"Water Temperature Sensor, providing accurate engine coolant temperature monitoring.","Su temperaturu sensorunun (datçikinin) əvəz olunması, ehtiyat hissəsi ilə birlikdə","4921477.Çin, Original",4921477,Coolant temperature sensor,冷却液温度传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
