id;description_zh;description_en;part_number;name_en;name_zh;category_en;category_zh;manufacturing_country_en;manufacturing_country_zh;condition_zh;condition_en;quality;car_brand_en;car_brand_zh;car_model_en;car_model_zh;part_year;factory_part_zh;factory_part_en;factory_name_zh;factory_name_en;factory_phone_number;factory_site_url
4359;机油散热器，旨在保持最佳机油温度并延长发动机寿命。;Oil Radiator, designed to maintain optimal oil temperature and engine longevity.;4990291;Oil cooler;机油冷却器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
4360;加热炉散热器，一种用于高效舱室供暖的精密设计部件。;Heating Stove Radiator, a precision-engineered component for efficient cabin heating.;103-8101060;Heater core;暖风散热器;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
4361;恒温器是调节发动机温度和优化性能的关键部件。;Thermostat, a critical component for regulating engine temperature and optimizing performance.;5256423 ;Thermostat;恒温器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;节温器;thermostat;慈溪市方佳汽配有限公司;Cixi Fangjia Auto Parts Co.,Ltd;0574-63406888;www.dfsyb.com
4362;水温传感器，是精确监测发动机温度的关键传感器。;Water Temperature Sensor, a vital sensor for accurate engine temperature monitoring.;4921477;Coolant temperature sensor;冷却液温度传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4363;上部水箱管道，设计用于高效冷却液循环。;Upper Water Radiator Pipe, designed for efficient coolant circulation.;4370-1303020-010;Upper radiator hose;散热器上水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
4364;下部散热器管，专为可靠的冷却液流动和最佳的发动机冷却而设计。;Lower Radiator Pipe, engineered for reliable coolant flow and optimal engine cooling.;256000-1303240;Lower radiator hose;散热器下水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
4365;暖气炉管道，一种耐用的软管，可将热量高效地传递到车厢内。;Heating Furnace Pipe, a durable hose for efficient heat transfer to the cabin.;103-8101602;Heater hose;暖风水管;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
4366;燃油喷射器清洗，一项旨在恢复燃油效率和发动机性能的服务。;Fuel Injector Flush, a service to restore fuel efficiency and engine performance.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;;#VALUE!;;;;
4367;水泵，专为可靠的冷却液循环和发动机温度调节而设计。;Water Pump, engineered for reliable coolant circulation and engine temperature regulation.;5288908 ;Water pump;水泵;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
4368;燃油泵，一种用于稳定供油的高性能部件。;Fuel Pump, a high-performance component for consistent fuel delivery.;5303387;Fuel pump;燃油泵;Fuel System;燃油系统;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
4369;起动机，是确保发动机可靠启动的可靠部件。;Starter, a robust component for reliable engine starting.;5585086 ;Starter motor;起动机;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4370;启动变速器（Bendex），专为高效启动和接合发动机而设计。;Starter Transmission (Bendex), designed for efficient engine starting and engagement.;005151 2201;Starter drive;起动机单向器;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4371;启动开关（自动），OEM 品质的替代品，可确保发动机可靠启动。;Starter Switch (Automatic), an OEM-quality replacement for reliable engine starting.;SS5003P;Starter solenoid;起动机电磁开关;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4372;启动碳，是启动电机高效运转的关键部件。;Starter Carbon, an essential component for efficient starter motor operation.;940113 190351;Starter brush;起动机碳刷;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4373;启动器锚，专为持久耐用的启动电机性能和高效的发动机启动而设计。;Starter Anchor, engineered for durable starter motor performance and efficient engine cranking.;0 331 402 206;Starter coil;起动机绕组;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4374;发电机，一种可靠的发电装置。;Dynamo, a reliable component for generating electrical power.;5287123 ;Alternator;发电机;Engine / Alternator;发动机/交流发电机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;发电机;dynamo;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4375;发电机继电器是调节电力分配的关键部件。;Dynamo Relay, a critical component for regulating electrical power distribution.;ARP1085BJ;Alternator relay;发电机继电器;Engine / Alternator;发动机/交流发电机;China;中国;新的;New;Original;MAZ;MAZ;256270 avtobus;256270 巴士;2 012,00;发电机;dynamo;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
4376;冰箱（空调）压缩机，设计用于高效空调和乘客舒适度。;Refrigerator (Air Conditioner) Compressor, designed for efficient air conditioning and passenger comfort.;0002302011;Air conditioning compressor;空调压缩机;Air Conditioning;空调;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4377;冰箱（空调）气体（氟利昂），一种用于实现最佳空调性能的制冷剂。;Refrigerator (Air Conditioner) Gas (Freon), a refrigerant for optimal air conditioning performance.;R134A Xidmət;Air conditioning refrigerant (Freon);制冷剂;Air Conditioning;空调;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4378;前减震器，专为提供卓越的乘坐舒适性和操控性而设计。;Front Shock Absorber, engineered for superior ride comfort and handling.;A1403200830;Front shock absorber;前减震器;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
4379;后减震器，一种精密设计的部件，可提高乘坐舒适性和车辆稳定性。;Rear Shock Absorber, a precision-engineered component for improved ride quality and vehicle stability.;A1403200331;Rear shock absorber;后减震器;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
4380;前减震器，旨在提供卓越的乘坐舒适性和操控性。;Front Shock Absorber, designed for superior ride comfort and handling.;8669;Front shock absorber mount;前减震器胶垫;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
4381;车轮定位调整（外倾角）可实现精确的车轮角度和改善操控性。;Wheel Alignment Adjustment (Camber) for precise wheel angle and improved handling.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4382;提供全面的车辆系统分析诊断服务。;Diagnostic Services for comprehensive vehicle system analysis.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4383;凸轮轴传感器用于精确控制发动机正时，实现最佳性能。;Camshaft Sensor for accurate engine timing and optimal performance.;A0021539528;Camshaft;凸轮轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4384;曲轴传感器，用于精确监测曲轴位置。;Crankshaft Sensor for precise crankshaft position monitoring.;A1030110252;Crankshaft;曲轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4385;用于高效控制尾气排放的催化传感器。;Catalyst Sensor for efficient exhaust emissions control.;A0005409117;Catalytic converter sensor;催化转换器传感器;Engine / Emission Sensors;发动机/排放传感器;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4386;用于监测发动机机油压力和油位的机油传感器。;Oil Sensor for monitoring engine oil pressure and levels.;A21245420017;Oil pressure sensor;机油压力传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4387;ABS传感器用于确保防抱死制动系统功能的可靠性。;ABS Sensor for reliable anti-lock braking system function.;0095422217;ABS sensor;ABS传感器;Braking System / Sensors;制动系统/传感器;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
4388;前轮支撑盘经过精心设计，可实现最佳刹车片对齐和性能。;Front Support Disc engineered for optimal brake pad alignment and performance.;A1404211012;Front brake disc;前刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
4389;后轮支撑盘经过精心设计，可实现最佳刹车片对齐和性能。;Rear Support Disc engineered for optimal brake pad alignment and performance.;A1404230612;Rear brake disc;后刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
4390;前后稳定杆橡胶，增强悬架稳定性，降低噪音。;Front and Rear Stabilizer Rubbers for enhanced suspension stability and reduced noise.;A1403231085;Front and rear stabilizer bushings;前后稳定杆胶套;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4391;右下摆臂用于改善悬架几何结构和车辆控制。;Lower Right Arm for improved suspension geometry and vehicle control.;1403307107;Lower right control arm;右下控制臂;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
4392;左下摆臂用于改善悬架几何结构和车辆控制。;Lower Left Arm for improved suspension geometry and vehicle control.;403307007;Lower left control arm;左下控制臂;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
4393;下部滑轮用于精确的皮带驱动附件操作。;Lower Pulley for precise belt-driven accessory operation.;A1403330327;Lower ball joint;下球头;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
4394;轮毂轴承可实现车轮平稳旋转并减少摩擦。;Hub Bearing for smooth wheel rotation and reduced friction.;1403300251;Wheel hub bearing;轮毂轴承;Suspension / Wheel Assembly;悬架/车轮组件;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;;#VALUE!;;;;
4395;连杆（稳定杆）用于增强防摇摆控制和改善操控性。;Link (Stabilizer Bar) for enhanced sway control and improved handling.;1403200885;Stabilizer link;稳定杆连接杆;Suspension;暂停;China;中国;新的;New;Original;Mercedes-Benz;梅赛德斯-奔驰;S-280;S-280;1 997,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
